policy_id,section_number,category,policy_type,requirement_level,natural_language,original_text,references,has_references
HIPAA-0686,164.314(a)(3),Security Standards,Requirement,N/A,"Adequate written assur ances that the protected health information will not be r eused or disclosed to any other person or entity , except as required by law , for authoriz ed oversightof the research study , or for other research for which the use or disclosure of protected health information would be permitted by this subpart; (B)The research could not practicably be conducted without the waiv er or alter ation; and (C)The research could not practicably be conducted without access to and use of the protected health information.","Adequate written assur ances that the protected health information will not be r eused or disclosed to any other person or entity , except as required by law , for authoriz ed oversightof the research study , or for other research for which the use or disclosure of protected health information would be permitted by this subpart; (B)The research could not practicably be conducted without the waiv er or alter ation; and (C)The research could not practicably be conducted without access to and use of the protected health information.",,No
HIPAA-0687,164.314(a)(iii),Security Standards,Requirement,N/A,"A brief description of the protected health information for which use or access has been determined to be necessary by the institutional review boar d or privacy boar d, pursuant toparagraph.","A brief description of the protected health information for which use or access has been determined to be necessary by the institutional review boar d or privacy boar d, pursuant toparagraph.",,No
HIPAA-0688,164.314(a)(iv),Security Standards,Requirement,N/A,"A statement that the alter ation or waiv er of authorization has been reviewed and appr oved under either normal or expedited review procedures, as follows: (A)An IRB must follow the requirements of the Common Rule, including the normal review procedures (7 CFR 1c.","A statement that the alter ation or waiv er of authorization has been reviewed and appr oved under either normal or expedited review procedures, as follows: (A)An IRB must follow the requirements of the Common Rule, including the normal review procedures (7 CFR 1c.",,No
HIPAA-0689,164.314(a)(b),Security Standards,Requirement,N/A,"110 ); (B)A privacy boar d must review the pr oposed research at conv ened meetings at which a majority of the privacy boar d members are present, including at leastone member who satisfies the criterion stated in paragraph.","110 ); (B)A privacy boar d must review the pr oposed research at conv ened meetings at which a majority of the privacy boar d members are present, including at leastone member who satisfies the criterion stated in paragraph.",,No
HIPAA-0690,164.314(a)(2),Security Standards,Requirement,N/A,"Of this section, and the alter ation or waiv er of authorization must be appr oved by the majority of the privacy boar d members present at the meeting, unless the privacy boar d elects to use an expedited review procedur e in accor dance with paragraph.","of this section, and the alter ation or waiv er of authorization must be appr oved by the majority of the privacy boar d members present at the meeting, unless the privacy boar d elects to use an expedited review procedur e in accor dance with paragraph.",,No
HIPAA-0691,164.314(a)(iv),Security Standards,Requirement,N/A,(C )of this section; (C)A privacy boar d may use an expedited review pr ocedur e if the research inv olves no more than minimal risk to the privacy of the individuals who are the subjectof the protected health information for which use or disclosure is being sought.,(C )of this section; (C)A privacy boar d may use an expedited review pr ocedur e if the research inv olves no more than minimal risk to the privacy of the individuals who are the subjectof the protected health information for which use or disclosure is being sought.,,No
HIPAA-0692,164.314(a)(iv),Security Standards,Requirement,N/A,"If the privacy boar d elects to use an expedited review pr ocedur e, the review and appr oval of the alter ation or waiv er of authorization may be carried out by the chair of the privacy boar d, or by one or more members of the privacy boar d as designated by the chair; and.","If the privacy boar d elects to use an expedited review pr ocedur e, the review and appr oval of the alter ation or waiv er of authorization may be carried out by the chair of the privacy boar d, or by one or more members of the privacy boar d as designated by the chair; and.",,No
HIPAA-0693,164.314(a)(v),Security Standards,Requirement,N/A,"The documentation of the alter ation or waiv er of authorization must be signed by the chair or other member , as designated by the chair , of the IRB or the privacy boar d, as applicable.","The documentation of the alter ation or waiv er of authorization must be signed by the chair or other member , as designated by the chair , of the IRB or the privacy boar d, as applicable.",,No
HIPAA-0694,164.314(a)(j),Security Standards,Requirement,N/A,Standar d: Uses and disclosures to avert a serious thr eat to health or safety—45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,Standar d: Uses and disclosures to avert a serious thr eat to health or safety—45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,,No
HIPAA-0695,164.314(a)(1),Security Standards,Requirement,N/A,"A covered entity may, consistent with applicable law and standards of ethical conduct, use or disclose protected health information, if the covered entity , in good faith, belie ves the use or disclosure:.","A covered entity may, consistent with applicable law and standards of ethical conduct, use or disclose protected health information, if the covered entity , in good faith, belie ves the use or disclosure:.",,No
HIPAA-0696,164.314(a)(i),Security Standards,Requirement,N/A,"(A)Is necessary to preventor lessen a serious and imminent thr eat to the health or safety of a person or the public; and (B)Is to a person or persons r easonably able to preventor lessen the thr eat, including the targetof the thr eat; or.","(A)Is necessary to preventor lessen a serious and imminent thr eat to the health or safety of a person or the public; and (B)Is to a person or persons r easonably able to preventor lessen the thr eat, including the targetof the thr eat; or.",,No
HIPAA-0697,164.314(a)(ii),Security Standards,Requirement,N/A,"Is necessary for law enfor cement authorities to identify or apprehend an individual: (A)Because of a statement by an individual admitting par ticipation in a violent crime that the covered entity r easonably belie ves may have caused serious physical harm to the victim; or (B)where it appears from all the cir cumstances that the individual has escaped from a correctional institution or from lawful custody, as those terms are defined in § 164.","Is necessary for law enfor cement authorities to identify or apprehend an individual: (A)Because of a statement by an individual admitting par ticipation in a violent crime that the covered entity r easonably belie ves may have caused serious physical harm to the victim; or (B)where it appears from all the cir cumstances that the individual has escaped from a correctional institution or from lawful custody, as those terms are defined in § 164.",,No
HIPAA-0698,164.314(a)(ii),Security Standards,Requirement,N/A,(A) of this section may not be made if the information described in paragraph.,(A) of this section may not be made if the information described in paragraph.,,No
HIPAA-0699,164.314(a)(ii),Security Standards,Requirement,N/A,(A) of this section is learned by the covered entity:.,(A) of this section is learned by the covered entity:.,,No
HIPAA-0700,164.314(a)(i),Security Standards,Requirement,N/A,In the course of treatment to aff ect the pr opensity to commit the criminal conduct that is the basis for the disclosure under paragraph.,In the course of treatment to aff ect the pr opensity to commit the criminal conduct that is the basis for the disclosure under paragraph.,,No
HIPAA-0701,164.314(a)(ii),Security Standards,Requirement,N/A,"Through a request by the individual to initiate or to be r eferred for the treatment, counseling, or therapy described in paragraph.","Through a request by the individual to initiate or to be r eferred for the treatment, counseling, or therapy described in paragraph.",,No
HIPAA-0702,164.314(a)(ii),Security Standards,Requirement,N/A,(A) of this section shall contain only the statement described in paragraph.,(A) of this section shall contain only the statement described in paragraph.,,No
HIPAA-0703,164.314(a)(ii),Security Standards,Requirement,N/A,(A) of this section and the protected health information described in paragraph (f ).,(A) of this section and the protected health information described in paragraph (f ).,,No
HIPAA-0704,164.314(a)(4),Security Standards,Requirement,N/A,A covered entity that uses or discloses protected health information pursuant toparagraph.,A covered entity that uses or discloses protected health information pursuant toparagraph.,,No
HIPAA-0705,164.314(a)(1),Security Standards,Requirement,N/A,Of this section is pr esumed to ha ve acted in good faith with r egar d to a belief described in paragraph.,of this section is pr esumed to ha ve acted in good faith with r egar d to a belief described in paragraph.,,No
HIPAA-0706,164.314(a)(ii),Security Standards,Requirement,N/A,"Of this section, if the belief is based upon the covered entity's actual knowledge or in r eliance on a cr edible r epresentation by a person with apparent knowledge or authority.","of this section, if the belief is based upon the covered entity's actual knowledge or in r eliance on a cr edible r epresentation by a person with apparent knowledge or authority.",,No
HIPAA-0707,164.314(a)(k),Security Standards,Requirement,N/A,Standar d: Uses and disclosures for specializ ed go vernment functions —.,Standar d: Uses and disclosures for specializ ed go vernment functions —.,,No
HIPAA-0708,164.314(a)(i),Security Standards,Requirement,N/A,"A covered entity may use and disclose the protected health information of individuals who are Armed F orces personnel for activities deemed necessary by appropriate military command authorities to assur e the pr oper ex ecution of the military mission, if the appropriate military authority has published by notice in the FEDERAL REGISTER the following information: (A)appropriate military command authorities; and (B)The purposes for which the protected health information may be used or disclosed.","A covered entity may use and disclose the protected health information of individuals who are Armed F orces personnel for activities deemed necessary by appropriate military command authorities to assur e the pr oper ex ecution of the military mission, if the appropriate military authority has published by notice in the FEDERAL REGISTER the following information: (A)appropriate military command authorities; and (B)The purposes for which the protected health information may be used or disclosed.",,No
HIPAA-0709,164.314(a)(i),Security Standards,Requirement,N/A,45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,,No
HIPAA-0710,164.314(a)(ii),Security Standards,Requirement,N/A,A covered entity that is a componentof the Departments of Def ense or Homeland Security may disclose to the Departmentof V eterans Affairs (D VA) the protected health information of an individual who is a member of the Armed Forces upon the separation or dischar ge of the individual from military service for the purpose of a determination by DVA of the individual's eligibility for or entitlement to benefits under laws administer ed by the Secr etary of V eterans Affairs.,A covered entity that is a componentof the Departments of Def ense or Homeland Security may disclose to the Departmentof V eterans Affairs (D VA) the protected health information of an individual who is a member of the Armed Forces upon the separation or dischar ge of the individual from military service for the purpose of a determination by DVA of the individual's eligibility for or entitlement to benefits under laws administer ed by the Secr etary of V eterans Affairs.,,No
HIPAA-0711,164.314(a)(iii),Security Standards,Requirement,N/A,"A covered entity that is a componentof the Departmentof V eterans Affairs may use and disclose protected health information to components of the Department that determine eligibility for or entitlement to, or that provide, benefits under the laws administer ed by the Secr etary of V eterans Affairs.","A covered entity that is a componentof the Departmentof V eterans Affairs may use and disclose protected health information to components of the Department that determine eligibility for or entitlement to, or that provide, benefits under the laws administer ed by the Secr etary of V eterans Affairs.",,No
HIPAA-0712,164.314(a)(iv),Security Standards,Requirement,N/A,A covered entity may use and disclose the protected health information of individuals who are for eign military personnel to their appropriate for eign military authority for the same purposes for which uses and disclosures are permitted for Armed F orces personnel under the notice published in the FEDERAL REGISTER pursuant to paragraph.,A covered entity may use and disclose the protected health information of individuals who are for eign military personnel to their appropriate for eign military authority for the same purposes for which uses and disclosures are permitted for Armed F orces personnel under the notice published in the FEDERAL REGISTER pursuant to paragraph.,,No
HIPAA-0713,164.314(a)(2),Security Standards,Requirement,N/A,"A covered entity may disclose protected health information to authoriz ed Federal officials for the conductof lawful intelligence, counter-intelligence, and other national security activities authoriz ed by the National Security Act ( 50 U.","A covered entity may disclose protected health information to authoriz ed Federal officials for the conductof lawful intelligence, counter-intelligence, and other national security activities authoriz ed by the National Security Act ( 50 U.",,No
HIPAA-0714,164.314(a)(3),Security Standards,Requirement,N/A,Protectiv e services for the Pr esident and others.,Protectiv e services for the Pr esident and others.,,No
HIPAA-0715,164.314(a)(3),Security Standards,Requirement,N/A,A covered entity may disclose protected health information to authoriz ed F eder al officials for the provision of protective services to the President or other persons authoriz ed by18 U.,A covered entity may disclose protected health information to authoriz ed F eder al officials for the provision of protective services to the President or other persons authoriz ed by18 U.,,No
HIPAA-0716,164.314(a)(3),Security Standards,Requirement,N/A,3056 or to for eign heads of state or other persons authoriz ed by22 U.,3056 or to for eign heads of state or other persons authoriz ed by22 U.,,No
HIPAA-0717,164.314(a)(3),Security Standards,Requirement,N/A,", or for the conductof investigations authoriz ed by18 U.",", or for the conductof investigations authoriz ed by18 U.",,No
HIPAA-0718,164.314(a)(4),Security Standards,Requirement,N/A,A covered entity that is a componentof the Departmentof State may use protected health information to mak e medical suitability determinations and may disclose whether or not the individual was determined to be medically suitable to the officials in the Departmentof State who need access to such information for the following purposes:.,A covered entity that is a componentof the Departmentof State may use protected health information to mak e medical suitability determinations and may disclose whether or not the individual was determined to be medically suitable to the officials in the Departmentof State who need access to such information for the following purposes:.,,No
HIPAA-0719,164.314(a)(i),Security Standards,Requirement,N/A,For the purpose of a required security clear ance conducted pursuant to Ex ecutiv e Orders 10450 and 12968;.,For the purpose of a required security clear ance conducted pursuant to Ex ecutiv e Orders 10450 and 12968;.,,No
HIPAA-0720,164.314(a)(ii),Security Standards,Requirement,N/A,As necessary to determine worldwide a vailability or a vailability for mandatory service abr oad under sections 101.,As necessary to determine worldwide a vailability or a vailability for mandatory service abr oad under sections 101.,,No
HIPAA-0721,164.314(a)(iii),Security Standards,Requirement,N/A,"For a family to accompany a Foreign service member abr oad, consistent with section 101.","For a family to accompany a Foreign service member abr oad, consistent with section 101.",,No
HIPAA-0722,164.314(a)(5),Security Standards,Requirement,N/A,correctional institutions and other law enfor cement custodial situations —.,correctional institutions and other law enfor cement custodial situations —.,,No
HIPAA-0723,164.314(a)(i),Security Standards,Requirement,N/A,"A covered entity may disclose to a correctional institution or a law enfor cementofficial ha ving lawful custody of an inmate or other individual protected health information about such inmate or individual, if the correctional institution or such law enfor cementofficial r epresents that such protected health information is necessary for: (A)The provision of health care to such individuals; (B)The health and safety of such individual or other inmates;45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.","A covered entity may disclose to a correctional institution or a law enfor cementofficial ha ving lawful custody of an inmate or other individual protected health information about such inmate or individual, if the correctional institution or such law enfor cementofficial r epresents that such protected health information is necessary for: (A)The provision of health care to such individuals; (B)The health and safety of such individual or other inmates;45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.",,No
HIPAA-0724,164.314(a)(i),Security Standards,Requirement,N/A,"(B) ( enhanced display) page 57 of 89(C)The health and safety of the officers or emplo yees of or others at the correctional institution; (D)The health and safety of such individuals and officers or other persons r esponsible for the transpor ting of inmates or their transfer from one institution, facility , or setting to another; (E)Law enfor cementon the pr emises of the correctional institution; or (F)The administr ation and maintenance of the safety, security , and good order of the correctional institution.","(B) ( enhanced display) page 57 of 89(C)The health and safety of the officers or emplo yees of or others at the correctional institution; (D)The health and safety of such individuals and officers or other persons r esponsible for the transpor ting of inmates or their transfer from one institution, facility , or setting to another; (E)Law enfor cementon the pr emises of the correctional institution; or (F)The administr ation and maintenance of the safety, security , and good order of the correctional institution.",,No
HIPAA-0725,164.314(a)(ii),Security Standards,Requirement,N/A,A covered entity that is a correctional institution may use protected health information of individuals who are inmates for any purpose for which such protected health information may be disclosed.,A covered entity that is a correctional institution may use protected health information of individuals who are inmates for any purpose for which such protected health information may be disclosed.,,No
HIPAA-0726,164.314(a)(iii),Security Standards,Requirement,N/A,"For the purposes of this provision, an individual is no longer an inmate when released on par ole, pr obation, super vised release, or other wise is no longer in lawful custody.","For the purposes of this provision, an individual is no longer an inmate when released on par ole, pr obation, super vised release, or other wise is no longer in lawful custody.",,No
HIPAA-0727,164.314(a)(6),Security Standards,Requirement,N/A,Covered entities that are go vernment pr ograms pr oviding public benefits.,Covered entities that are go vernment pr ograms pr oviding public benefits.,,No
HIPAA-0728,164.314(a)(i),Security Standards,Requirement,N/A,A health plan that is a go vernment pr ogram pr oviding public benefits may disclose protected health information relating to eligibility for or enrollment in the health plan to another agency administering a go vernment pr ogram pr oviding public benefits if the sharing of eligibility or enrollment information among such go vernment agencies or the maintenance of such information in a single or combined data system accessible to all such go vernment agencies is required or expr essly authoriz ed by statute or r egulation.,A health plan that is a go vernment pr ogram pr oviding public benefits may disclose protected health information relating to eligibility for or enrollment in the health plan to another agency administering a go vernment pr ogram pr oviding public benefits if the sharing of eligibility or enrollment information among such go vernment agencies or the maintenance of such information in a single or combined data system accessible to all such go vernment agencies is required or expr essly authoriz ed by statute or r egulation.,,No
HIPAA-0729,164.314(a)(ii),Security Standards,Requirement,N/A,A covered entity that is a go vernment agency administering a go vernment pr ogram pr oviding public benefits may disclose protected health information relating to the pr ogram to another covered entity that is a go vernment agency administering a go vernment pr ogram pr oviding public benefits if the pr ograms ser ve the same or similar populations and the disclosure of protected health information is necessary to coor dinate the covered functions of such programs or to impr ove administr ation and management relating to the covered functions of such pr ograms.,A covered entity that is a go vernment agency administering a go vernment pr ogram pr oviding public benefits may disclose protected health information relating to the pr ogram to another covered entity that is a go vernment agency administering a go vernment pr ogram pr oviding public benefits if the pr ograms ser ve the same or similar populations and the disclosure of protected health information is necessary to coor dinate the covered functions of such programs or to impr ove administr ation and management relating to the covered functions of such pr ograms.,,No
HIPAA-0730,164.314(a)(7),Security Standards,Requirement,N/A,A covered entity may use or disclose protected health information for purposes of reporting to the National Instant Criminal Back ground Check System the identity of an individual who is pr ohibited from possessing a fir earm under 18 U.,A covered entity may use or disclose protected health information for purposes of reporting to the National Instant Criminal Back ground Check System the identity of an individual who is pr ohibited from possessing a fir earm under 18 U.,,No
HIPAA-0731,164.314(a)(i),Security Standards,Requirement,N/A,"Is a State agency or otherentity that is, or contains an entity that is: (A)An entity designated by the State to Report, or which collects information for purposes of Reporting, on behalf of the State, to the National Instant Criminal Back ground Check System; or (B)A cour t, boar d, commission, or other lawful authority that mak es the commitmentor adjudication that causes an individual to become subject to18 U.","Is a State agency or otherentity that is, or contains an entity that is: (A)An entity designated by the State to Report, or which collects information for purposes of Reporting, on behalf of the State, to the National Instant Criminal Back ground Check System; or (B)A cour t, boar d, commission, or other lawful authority that mak es the commitmentor adjudication that causes an individual to become subject to18 U.",,No
HIPAA-0732,164.314(a)(ii),Security Standards,Requirement,N/A,Discloses the information only to: (A)The National Instant Criminal Back ground Check System; or45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,Discloses the information only to: (A)The National Instant Criminal Back ground Check System; or45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,,No
HIPAA-0733,164.314(a)(ii),Security Standards,Requirement,N/A,"(A) ( enhanced display) page 58 of 89[65 FR 82802 , Dec.","(A) ( enhanced display) page 58 of 89[65 FR 82802 , Dec.",,No
HIPAA-0734,164.314(a)(ii),Security Standards,Requirement,N/A,"25, 2013; 78 FR 34266 , June 7, 2013; 81 FR 395 , Jan.","25, 2013; 78 FR 34266 , June 7, 2013; 81 FR 395 , Jan.",,No
HIPAA-0735,164.314(a)(ii),Security Standards,Requirement,N/A,5 14 O ther r equir ement s relating to uses and disc losur es of protected health information.,5 14 O ther r equir ement s relating to uses and disc losur es of protected health information.,,No
HIPAA-0736,164.314(a)(ii),Security Standards,Requirement,N/A,"(B)An entity designated by the State to Report, or which collects information for purposes of Reporting, on behalf of the State, to the National Instant Criminal Back ground Check System; and.","(B)An entity designated by the State to Report, or which collects information for purposes of Reporting, on behalf of the State, to the National Instant Criminal Back ground Check System; and.",,No
HIPAA-0737,164.314(a)(iii),Security Standards,Requirement,N/A,(A)Discloses only the limited demogr aphic and cer tain other information needed for purposes of Reporting to the National Instant Criminal Back ground Check System; and (B)Does not disclose diagnostic or clinical information for such purposes.,(A)Discloses only the limited demogr aphic and cer tain other information needed for purposes of Reporting to the National Instant Criminal Back ground Check System; and (B)Does not disclose diagnostic or clinical information for such purposes.,,No
HIPAA-0738,164.314(a)(l),Security Standards,Requirement,N/A,"A covered entity may disclose protected health information as authoriz ed by and to the extent necessary to comply with laws relating to workers' compensation or other similar pr ograms, established by law , that provide benefits for work-related injuries or illness without r egar d to fault.","A covered entity may disclose protected health information as authoriz ed by and to the extent necessary to comply with laws relating to workers' compensation or other similar pr ograms, established by law , that provide benefits for work-related injuries or illness without r egar d to fault.",,No
HIPAA-0739,164.314(a)(a),Security Standards,Requirement,N/A,Standar d: De-identification of protected health information.,Standar d: De-identification of protected health information.,,No
HIPAA-0740,164.314(a)(a),Security Standards,Requirement,N/A,Health information that does not identify an individual and with r espect to which there is no reasonable basis to belie ve that the information can be used to identify an individual is not individually identifiable health information.,Health information that does not identify an individual and with r espect to which there is no reasonable basis to belie ve that the information can be used to identify an individual is not individually identifiable health information.,,No
HIPAA-0741,164.314(a)(b),Security Standards,Implementation Specification,N/A,S: Requir ements for de-identification of protected health information.,Implementation specifications: Requir ements for de-identification of protected health information.,,No
HIPAA-0742,164.314(a)(b),Security Standards,Requirement,N/A,A covered entity may determine that health information is not individually identifiable health information only if:.,A covered entity may determine that health information is not individually identifiable health information only if:.,,No
HIPAA-0743,164.314(a)(1),Security Standards,Requirement,N/A,A person with appropriate knowledge of and experience with gener ally accepted statistical and scientific principles and methods for rendering information not individually identifiable:.,A person with appropriate knowledge of and experience with gener ally accepted statistical and scientific principles and methods for rendering information not individually identifiable:.,,No
HIPAA-0744,164.314(a)(i),Security Standards,Requirement,N/A,"Applying such principles and methods, determines that the risk is v ery small that the information could be used, alone or in combination with other r easonably a vailable information, by an anticipated r ecipient to identify an individual who is a subjectof the information; and.","Applying such principles and methods, determines that the risk is v ery small that the information could be used, alone or in combination with other r easonably a vailable information, by an anticipated r ecipient to identify an individual who is a subjectof the information; and.",,No
HIPAA-0745,164.314(a)(ii),Security Standards,Requirement,N/A,Documents the methods and r esults of the analysis that justify such determination; or.,Documents the methods and r esults of the analysis that justify such determination; or.,,No
HIPAA-0746,164.314(a)(i),Security Standards,Requirement,N/A,"The following identifiers of the individual or of r elativ es, emplo yers, or household members of the individual, are remo ved: (A)Names; (B)All geogr aphic subdivisions smaller than a State, including str eet addr ess, city , county , precinct, zip code, and their equiv alent geocodes, except for the initial thr ee digits of a zip code if, accor ding to the curr ent publicly a vailable data from the Bur eau of the Census:.","The following identifiers of the individual or of r elativ es, emplo yers, or household members of the individual, are remo ved: (A)Names; (B)All geogr aphic subdivisions smaller than a State, including str eet addr ess, city , county , precinct, zip code, and their equiv alent geocodes, except for the initial thr ee digits of a zip code if, accor ding to the curr ent publicly a vailable data from the Bur eau of the Census:.",,No
HIPAA-0747,164.314(a)(1),Security Standards,Requirement,N/A,"The geogr aphic unit formed by combining all zip codes with the same thr ee initial digits contains more than 20,000 people; and.","The geogr aphic unit formed by combining all zip codes with the same thr ee initial digits contains more than 20,000 people; and.",,No
HIPAA-0748,164.314(a)(2),Security Standards,Requirement,N/A,"The initial thr ee digits of a zip code for all such geogr aphic units containing 20,000 or fewer people is changed to 000.","The initial thr ee digits of a zip code for all such geogr aphic units containing 20,000 or fewer people is changed to 000.",,No
HIPAA-0749,164.314(a)(2),Security Standards,Requirement,N/A,45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,,No
HIPAA-0750,164.314(a)(2),Security Standards,Requirement,N/A,"( enhanced display) page 59 of 89(C)All elements of dates (except year) for dates directly related to an individual, including birth date, admission date, dischar ge date, date of death; and all ages o ver 89 and all elements of dates (including year) indicativ e of such age, except that such ages and elements may be aggregated into a single categor y of age 90 or older; (D)Telephone numbers; (E)Fax numbers; (F)electronic mail addr esses; (G)Social security numbers; (H)Medical r ecor d numbers; (I)Health plan beneficiar y numbers; (J)Account numbers; (K)Certificate/license numbers; (L)Vehicle identifiers and serial numbers, including license plate numbers; (M)Device identifiers and serial numbers; (N)Web Univ ersal Resour ce Locators (URLs); (O)Internet Pr otocol (IP) addr ess numbers; (P)Biometric identifiers, including finger and v oice prints; (Q)Full face photographic images and any compar able images; and (R)Any other unique identifying number , char acteristic, or code, except as permitted by paragraph.","( enhanced display) page 59 of 89(C)All elements of dates (except year) for dates directly related to an individual, including birth date, admission date, dischar ge date, date of death; and all ages o ver 89 and all elements of dates (including year) indicativ e of such age, except that such ages and elements may be aggregated into a single categor y of age 90 or older; (D)Telephone numbers; (E)Fax numbers; (F)electronic mail addr esses; (G)Social security numbers; (H)Medical r ecor d numbers; (I)Health plan beneficiar y numbers; (J)Account numbers; (K)Certificate/license numbers; (L)Vehicle identifiers and serial numbers, including license plate numbers; (M)Device identifiers and serial numbers; (N)Web Univ ersal Resour ce Locators (URLs); (O)Internet Pr otocol (IP) addr ess numbers; (P)Biometric identifiers, including finger and v oice prints; (Q)Full face photographic images and any compar able images; and (R)Any other unique identifying number , char acteristic, or code, except as permitted by paragraph.",,No
HIPAA-0751,164.314(a)(ii),Security Standards,Requirement,N/A,The covered entity does not ha ve actual knowledge that the information could be used alone or in combination with other information to identify an individual who is a subjectof the information.,The covered entity does not ha ve actual knowledge that the information could be used alone or in combination with other information to identify an individual who is a subjectof the information.,,No
HIPAA-0752,164.314(a)(c),Security Standards,Requirement,N/A,"A covered entity may assign a code or other means of recor d identification to allow information de-identified under this section to be re-identified by the covered entity , provided that:.","A covered entity may assign a code or other means of recor d identification to allow information de-identified under this section to be re-identified by the covered entity , provided that:.",,No
HIPAA-0753,164.314(a)(1),Security Standards,Requirement,N/A,The code or other means of r ecor d identification is not deriv ed from or related to information about the individual and is notother wise capable of being translated so as to identify the individual; and.,The code or other means of r ecor d identification is not deriv ed from or related to information about the individual and is notother wise capable of being translated so as to identify the individual; and.,,No
HIPAA-0754,164.314(a)(2),Security Standards,Requirement,N/A,"The covered entity does not use or disclose the code or other means of r ecor d identification for any other purpose, and does not disclose the mechanism for r e-identification.","The covered entity does not use or disclose the code or other means of r ecor d identification for any other purpose, and does not disclose the mechanism for r e-identification.",,No
HIPAA-0755,164.314(a)(b),Security Standards,Requirement,N/A,"And this section, a covered entity must meet the requirements of paragraphs.","and this section, a covered entity must meet the requirements of paragraphs.",,No
HIPAA-0756,164.314(a)(5),Security Standards,Requirement,N/A,"Of this section with respect to a request for , or the use and disclosure of, protected health information.","of this section with respect to a request for , or the use and disclosure of, protected health information.",,No
HIPAA-0757,164.314(a)(2),Security Standards,Implementation Specification,N/A,S: Minimum necessary uses of protected health information.,Implementation specifications: Minimum necessary uses of protected health information.,,No
HIPAA-0758,164.314(a)(2),Security Standards,Requirement,N/A,45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,,No
HIPAA-0759,164.314(a)(i),Security Standards,Requirement,N/A,"A covered entity must identify: (A)Those persons or classes of persons, as appropriate, in its workforce who need access to protected health information to carry out their duties; and (B)For each such person or class of persons, the categor y or categories of protected health information to which access is needed and any conditions appropriate to such access.","A covered entity must identify: (A)Those persons or classes of persons, as appropriate, in its workforce who need access to protected health information to carry out their duties; and (B)For each such person or class of persons, the categor y or categories of protected health information to which access is needed and any conditions appropriate to such access.",,No
HIPAA-0760,164.314(a)(ii),Security Standards,Requirement,N/A,A covered entity must mak e reasonable effor ts to limit the access of such persons or classes identified in paragraph.,A covered entity must mak e reasonable effor ts to limit the access of such persons or classes identified in paragraph.,,No
HIPAA-0761,164.314(a)(i),Security Standards,Requirement,N/A,(A) of this section to protected health information consistent with paragraph.,(A) of this section to protected health information consistent with paragraph.,,No
HIPAA-0762,164.314(a)(3),Security Standards,Implementation Specification,N/A,Minimum necessary disclosures of protected health information.,Implementation specification: Minimum necessary disclosures of protected health information.,,No
HIPAA-0763,164.314(a)(i),Security Standards,Requirement,N/A,"For any type of disclosure that it mak es on a r outine and r ecurring basis, a covered entity must implement policies and procedures (which may be standar d protocols) that limit the protected health information disclosed to the amount r easonably necessary to achie ve the purpose of the disclosure.","For any type of disclosure that it mak es on a r outine and r ecurring basis, a covered entity must implement policies and procedures (which may be standar d protocols) that limit the protected health information disclosed to the amount r easonably necessary to achie ve the purpose of the disclosure.",,No
HIPAA-0764,164.314(a)(ii),Security Standards,Requirement,N/A,"For all other disclosures, a covered entity must: (A)Develop criteria designed to limit the protected health information disclosed to the information r easonably necessary to accomplish the purpose for which disclosure is sought; and (B)Review requests for disclosure on an individual basis in accor dance with such criteria.","For all other disclosures, a covered entity must: (A)Develop criteria designed to limit the protected health information disclosed to the information r easonably necessary to accomplish the purpose for which disclosure is sought; and (B)Review requests for disclosure on an individual basis in accor dance with such criteria.",,No
HIPAA-0765,164.314(a)(iii),Security Standards,Requirement,N/A,"A covered entity may rely, if such r eliance is reasonable under the cir cumstances, on a requested disclosure as the minimum necessary for the stated purpose when: (A)Making disclosures to public officials that are permitted under § 164.","A covered entity may rely, if such r eliance is reasonable under the cir cumstances, on a requested disclosure as the minimum necessary for the stated purpose when: (A)Making disclosures to public officials that are permitted under § 164.",,No
HIPAA-0766,164.314(a)(iii),Security Standards,Requirement,N/A,"512 , if the public official r epresents that the information requested is the minimum necessary for the stated purpose.","512 , if the public official r epresents that the information requested is the minimum necessary for the stated purpose.",,No
